Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
378,Jean Lucas,br BRA,MF,Bahia,27-121,1998,21.7,740,851,87.0,11473,2433,419,458,91.5,244,269,90.7,48,69,69.6,1,2.6,2.8,-1.6,21,61,18,2,89,Matches
379,João Lucas,br BRA,DF,Grêmio,27-226,1998,1.6,40,53,75.5,697,333,22,23,95.7,14,20,70.0,4,9,44.4,0,0.0,0.0,0.0,1,3,0,0,2,Matches
380,Zé Lucas,br BRA,MF,Sport Recife,17-212,2008,17.7,494,633,78.0,8057,2057,233,271,86.0,202,237,85.2,38,59,64.4,0,0.8,0.4,-0.8,11,63,8,0,57,Matches
381,Luciano,br BRA,"FW,MF",São Paulo,32-156,1993,17.0,377,452,83.4,5873,1303,182,207,87.9,157,177,88.7,19,30,63.3,3,2.2,2.4,+0.8,22,34,10,2,51,Matches
382,Luighi,br BRA,FW,Palmeiras,19-174,2006,2.6,53,71,74.6,796,131,33,40,82.5,15,19,78.9,5,7,71.4,0,0.5,0.1,-0.5,5,4,3,1,5,Matches
383,Victor Luis,br BRA,DF,Vasco da Gama,32-120,1993,1.5,96,117,82.1,1666,611,44,48,91.7,41,46,89.1,10,18,55.6,0,0.0,0.1,0.0,1,8,3,3,11,Matches
384,Luisão,br BRA,DF,Santos,22-042,2003,4.9,155,189,82.0,2920,1142,60,68,88.2,76,87,87.4,16,28,57.1,0,0.0,0.0,0.0,0,10,1,1,8,Matches
385,David Luiz,br BRA,DF,Fortaleza,38-182,1987,4.4,221,247,89.5,4565,1561,47,52,90.4,148,151,98.0,23,40,57.5,0,0.0,0.0,0.0,1,14,0,0,21,Matches
386,Guilherme Luiz,br BRA,FW,Ceará,20-179,2005,1.6,22,31,71.0,310,72,12,18,66.7,6,7,85.7,1,1,100.0,1,0.8,0.6,+0.2,2,1,0,0,1,Matches
387,Lyanco,br BRA,DF,Atlético Mineiro,28-262,1997,15.7,748,848,88.2,14335,4470,265,278,95.3,398,421,94.5,74,125,59.2,0,0.1,0.3,-0.1,3,73,7,0,62,Matches
388,Everton Maceió,br BRA,"FW,MF",Mirassol,22-099,2003,1.6,34,50,68.0,432,128,20,25,80.0,9,14,64.3,1,3,33.3,0,1.0,1.1,-1.0,4,1,1,0,7,Matches
389,Willian Machado,br BRA,DF,Ceará,28-342,1996,26.8,812,968,83.9,17394,5925,187,204,91.7,509,561,90.7,115,189,60.8,0,0.1,0.1,-0.1,4,50,1,0,49,Matches
390,Talles Magno,br BRA,"FW,MF",Corinthians,23-117,2002,9.7,228,286,79.7,3110,692,133,155,85.8,76,88,86.4,7,14,50.0,1,0.6,0.5,+0.4,7,15,9,0,23,Matches
391,Magrão,br BRA,GK,Fortaleza,25-159,2000,3.0,47,70,67.1,1290,899,9,9,100.0,21,22,95.5,17,37,45.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
392,Gustavo Maia,br BRA,FW,Sport Recife,24-272,2001,0.2,8,12,66.7,126,18,2,2,100.0,6,9,66.7,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
393,Pablo Maia,br BRA,MF,São Paulo,23-284,2002,10.9,515,566,91.0,9028,2110,211,229,92.1,246,263,93.5,44,52,84.6,0,0.2,0.3,-0.2,6,46,4,0,43,Matches
394,Thiago Maia,br BRA,MF,Internacional,28-212,1997,14.5,738,835,88.4,11827,3847,359,391,91.8,317,349,90.8,43,59,72.9,1,0.4,0.7,+0.6,14,97,7,1,85,Matches
395,Maik,br BRA,DF,São Paulo,20-291,2005,2.9,131,170,77.1,1947,530,72,85,84.7,49,58,84.5,5,14,35.7,0,0.4,0.3,-0.4,3,2,2,1,10,Matches
396,Léo Mana,br BRA,DF,Corinthians,21-198,2004,2.5,135,156,86.5,2158,707,70,75,93.3,50,55,90.9,11,17,64.7,0,0.0,0.0,0.0,1,7,0,0,11,Matches
397,Gustavo Mancha,br BRA,DF,Fortaleza,21-088,2004,11.4,446,534,83.5,9055,3224,152,162,93.8,235,252,93.3,54,108,50.0,0,0.0,0.1,0.0,0,36,2,0,46,Matches
398,Eros Mancuso,ar ARG,DF,Fortaleza,26-187,1999,16.5,622,781,79.6,10036,3779,318,344,92.4,244,296,82.4,44,93,47.3,2,1.8,1.4,+0.2,21,45,16,8,66,Matches
399,Luis Mandaca,br BRA,"MF,FW",Juventude,24-019,2001,22.0,479,619,77.4,8425,2551,225,274,82.1,189,223,84.8,54,72,75.0,0,1.0,1.2,-1.0,21,59,10,2,78,Matches
400,Manoel,br BRA,DF,Fluminense,35-237,1990,3.8,169,178,94.9,3241,1043,58,60,96.7,94,96,97.9,17,22,77.3,0,0.0,0.0,0.0,0,8,0,0,7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
401,Elias Manoel,br BRA,"MF,FW",Botafogo (RJ),23-325,2001,0.3,4,4,100.0,91,40,1,1,100.0,2,2,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,1,1,2,Matches
402,José Manuel López,ar ARG,"FW,MF",Palmeiras,24-319,2000,15.7,200,331,60.4,3309,981,100,149,67.1,66,104,63.5,22,37,59.5,1,1.9,1.6,-0.9,24,23,16,2,50,Matches
403,Fernando Marçal,br BRA,DF,Botafogo (RJ),36-244,1989,8.1,476,539,88.3,8520,2816,200,212,94.3,221,240,92.1,43,70,61.4,0,0.1,0.1,-0.1,3,35,2,0,36,Matches
404,Marcão,br BRA,GK,Juventude,33-229,1992,5.5,105,155,67.7,2584,1649,17,18,94.4,61,61,100.0,27,75,36.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
405,João Marcelo,br BRA,DF,Cruzeiro,25-130,2000,0.5,30,31,96.8,476,134,16,16,100.0,12,13,92.3,1,1,100.0,0,0.1,0.2,-0.1,1,3,0,0,2,Matches
406,João Marcelo,br BRA,FW,Atlético Mineiro,20-189,2005,0.8,10,17,58.8,131,50,7,11,63.6,3,4,75.0,0,0,,1,0.1,0.0,+0.9,2,2,0,0,4,Matches
407,Zé Marcos,br BRA,DF,Vitória,27-262,1998,21.5,731,895,81.7,14074,5084,222,243,91.4,441,477,92.5,63,147,42.9,1,0.3,0.2,+0.7,5,59,1,0,63,Matches
408,Marinho,br BRA,FW,Fortaleza,35-145,1990,7.9,148,221,67.0,2369,636,81,96,84.4,51,69,73.9,13,37,35.1,2,2.6,1.1,-0.6,12,14,14,6,20,Matches
409,Marlon,br BRA,DF,Cruzeiro,28-154,1997,0.1,6,6,100.0,80,52,5,5,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,0,Matches
410,Marlon,br BRA,MF,Juventude,20-283,2005,0.1,4,4,100.0,42,3,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
411,Marlon,br BRA,DF,Grêmio,28-154,1997,22.0,765,1083,70.6,13680,4765,344,402,85.6,325,416,78.1,82,202,40.6,2,2.4,2.3,-0.4,25,62,24,17,54,Matches
412,Gustavo Marques,br BRA,DF,RB Bragantino,24-012,2001,4.7,262,288,91.0,5257,1415,64,69,92.8,171,177,96.6,26,37,70.3,0,0.0,0.0,0.0,0,11,0,0,17,Matches
413,Igor Marques,br BRA,"DF,MF",Juventude,26-286,1999,8.0,267,358,74.6,4605,2039,119,139,85.6,116,148,78.4,25,43,58.1,1,0.8,1.0,+0.2,11,16,13,9,32,Matches
414,Lucca Marques,br BRA,"MF,FW",São Paulo,18-129,2007,1.6,30,39,76.9,367,19,19,22,86.4,10,12,83.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
415,Renato Marques,br BRA,FW,Mirassol,21-316,2003,0.5,6,9,66.7,117,34,3,3,100.0,0,2,0.0,2,2,100.0,0,0.0,0.0,0.0,0,0,1,1,1,Matches
416,Marquinhos,br BRA,"FW,MF",Cruzeiro,22-197,2003,4.3,81,112,72.3,1158,445,50,56,89.3,22,30,73.3,6,15,40.0,0,0.6,0.8,-0.6,9,5,5,3,9,Matches
417,Juan Martín Lucero,ar ARG,FW,Fortaleza,33-325,1991,15.5,173,239,72.4,2346,332,99,132,75.0,55,72,76.4,7,9,77.8,1,2.3,1.9,-1.3,12,9,5,1,15,Matches
418,Martinelli,br BRA,MF,Fluminense,24-164,2001,22.4,1037,1191,87.1,17677,4781,485,542,89.5,437,483,90.5,86,114,75.4,2,1.6,1.7,+0.4,17,90,10,0,103,Matches
419,Alejandro Martínez,ar ARG,FW,Ceará,28-188,1997,0.5,10,18,55.6,144,88,7,10,70.0,2,4,50.0,1,3,33.3,1,0.1,0.0,+0.9,1,0,1,0,1,Matches
420,Emiliano Martínez,uy URU,MF,Palmeiras,26-065,1999,12.5,500,566,88.3,9538,3044,187,201,93.0,242,262,92.4,66,87,75.9,0,1.2,0.7,-1.2,8,58,4,0,53,Matches
421,Adriano Martins,br BRA,DF,Juventude,28-203,1997,4.0,169,192,88.0,3328,1059,52,57,91.2,95,102,93.1,17,21,81.0,0,0.0,0.0,0.0,0,4,0,0,6,Matches
422,Andre Martins,br BRA,FW,Grêmio,23-308,2001,6.0,145,184,78.8,1802,406,87,99,87.9,42,59,71.2,0,2,0.0,2,1.4,0.4,+0.6,6,10,1,0,20,Matches
423,Matheus Martins,br BRA,"FW,MF",Botafogo (RJ),22-097,2003,7.3,206,250,82.4,3152,665,115,128,89.8,74,93,79.6,11,17,64.7,0,0.4,0.6,-0.4,10,12,13,4,26,Matches
424,Gustavo Martins Santos,br BRA,DF,Grêmio,23-071,2002,10.5,414,486,85.2,7141,3089,175,191,91.6,201,233,86.3,32,50,64.0,0,0.1,0.1,-0.1,2,30,0,0,20,Matches
425,Gonzalo Mastriani,uy URU,FW,Botafogo (RJ),32-176,1993,3.1,26,38,68.4,384,61,14,17,82.4,11,14,78.6,1,3,33.3,0,0.7,0.4,-0.7,3,1,2,0,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
426,Matheusinho,br BRA,"MF,FW",Vitória,28-003,1997,15.0,408,518,78.8,6364,1339,223,250,89.2,139,169,82.2,29,65,44.6,0,1.0,1.2,-1.0,14,50,9,3,49,Matches
427,Matheusinho,br BRA,"FW,MF",Sport Recife,27-252,1998,13.0,328,446,73.5,5275,1609,177,209,84.7,118,156,75.6,24,50,48.0,1,2.9,2.5,-1.9,22,33,19,6,63,Matches
428,Matheuzinho,br BRA,DF,Corinthians,25-043,2000,22.7,1140,1371,83.2,20440,6320,465,517,89.9,548,632,86.7,104,167,62.3,3,3.4,3.4,-0.4,27,94,29,20,108,Matches
429,Ricardo Mathias,br BRA,FW,Internacional,19-088,2006,6.2,55,94,58.5,773,201,32,45,71.1,18,35,51.4,2,3,66.7,0,0.3,0.2,-0.3,3,5,1,0,8,Matches
430,Guillermo Matías Fernández,ar ARG,MF,Fortaleza,34-010,1991,3.2,147,175,84.0,2408,687,76,82,92.7,48,57,84.2,16,25,64.0,2,0.2,0.1,+1.8,5,13,2,0,13,Matches
431,Mauricio,br BRA,"MF,FW",Palmeiras,24-152,2001,12.3,380,460,82.6,5652,1269,206,235,87.7,138,155,89.0,20,32,62.5,7,2.4,2.1,+4.6,16,34,14,5,46,Matches
432,Maycon,br BRA,MF,Corinthians,28-098,1997,13.0,516,605,85.3,9442,2664,212,237,89.5,243,270,90.0,52,75,69.3,0,0.3,0.8,-0.3,9,69,7,2,57,Matches
433,Mayke,br BRA,DF,Santos,32-345,1992,6.9,269,315,85.4,4689,1796,124,134,92.5,116,128,90.6,27,37,73.0,0,0.2,0.3,-0.2,5,26,4,2,26,Matches
434,Mayke,br BRA,DF,Palmeiras,32-345,1992,2.3,103,128,80.5,1604,527,53,57,93.0,42,51,82.4,5,14,35.7,0,0.0,0.0,0.0,0,7,0,0,14,Matches
435,Luca Meirelles,br BRA,"FW,MF",Santos,18-220,2007,1.0,18,22,81.8,225,68,10,12,83.3,7,7,100.0,0,1,0.0,0,0.0,0.1,0.0,0,4,0,0,3,Matches
436,Arthur Melo,br BRA,MF,Grêmio,29-070,1996,5.2,308,327,94.2,5624,1318,125,131,95.4,131,136,96.3,41,45,91.1,0,0.0,0.1,0.0,3,33,0,0,25,Matches
437,Memphis,nl NED,FW,Corinthians,31-250,1994,12.8,336,472,71.2,5481,1370,187,219,85.4,89,123,72.4,42,86,48.8,3,2.8,2.6,+0.2,27,29,16,1,47,Matches
438,Nathan Mendes,br BRA,DF,RB Bragantino,23-063,2002,9.9,403,501,80.4,6369,2259,217,241,90.0,155,189,82.0,26,44,59.1,1,0.6,0.5,+0.4,9,31,4,1,34,Matches
439,Thiago Mendes,br BRA,"MF,DF",Vasco da Gama,33-220,1992,1.5,137,139,98.6,2169,613,72,73,98.6,53,54,98.1,8,8,100.0,0,0.0,0.0,0.0,0,10,0,0,8,Matches
440,Vinicius Mendonça,br BRA,FW,RB Bragantino,21-243,2004,11.0,231,293,78.8,3204,725,135,149,90.6,75,91,82.4,8,18,44.4,2,0.8,0.9,+1.2,8,21,7,3,25,Matches
441,Jean Meneses,cl CHI,FW,Vasco da Gama,32-219,1993,0.0,3,3,100.0,64,15,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
442,Ramon Menezes Roma,br BRA,DF,Sport Recife,30-171,1995,14.7,570,637,89.5,11542,4272,157,171,91.8,338,360,93.9,71,95,74.7,0,0.2,0.3,-0.2,5,23,1,0,29,Matches
443,Gabriel Menino,br BRA,"MF,DF",Atlético Mineiro,25-022,2000,9.5,440,537,81.9,7486,2331,187,206,90.8,172,202,85.1,50,78,64.1,1,0.9,1.3,+0.1,15,60,7,1,68,Matches
444,Gabriel Mercado,ar ARG,DF,Internacional,38-217,1987,4.5,179,209,85.6,3289,1178,64,65,98.5,105,117,89.7,10,26,38.5,0,0.0,0.0,0.0,0,7,0,0,7,Matches
445,Micael,br BRA,DF,Palmeiras,25-070,2000,12.0,526,582,90.4,10271,2857,166,177,93.8,303,315,96.2,52,81,64.2,1,0.1,0.3,+0.9,3,37,3,2,35,Matches
446,Michael,br BRA,FW,Flamengo,29-223,1996,5.0,131,161,81.4,1938,491,71,80,88.8,53,63,84.1,5,11,45.5,3,2.0,1.5,+1.0,13,5,10,4,20,Matches
447,Carlos Miguel,br BRA,GK,Palmeiras,27-012,1998,1.0,21,32,65.6,633,430,3,3,100.0,11,11,100.0,7,18,38.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
448,Fernando Miguel,br BRA,GK,Ceará,40-261,1985,7.3,144,228,63.2,4517,3427,14,14,100.0,75,76,98.7,55,137,40.1,0,0.0,0.0,0.0,0,4,0,0,0,Matches
449,Moises,br BRA,"FW,MF",Fortaleza,29-049,1996,2.1,39,49,79.6,686,144,20,23,87.0,14,16,87.5,5,8,62.5,1,0.3,0.1,+0.7,5,4,3,0,8,Matches
450,Miguel Monsalve,co COL,"FW,MF",Grêmio,21-236,2004,3.3,95,118,80.5,1618,467,45,49,91.8,32,38,84.2,14,21,66.7,1,0.7,0.4,+0.3,7,4,5,2,14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
451,Álvaro Montoro,ar ARG,FW,Botafogo (RJ),18-187,2007,8.3,281,339,82.9,4361,1275,156,169,92.3,102,122,83.6,15,24,62.5,2,1.8,1.4,+0.2,16,27,16,2,54,Matches
452,Kauã Moraes,br BRA,DF,Cruzeiro,19-114,2006,1.9,84,111,75.7,1313,500,44,50,88.0,31,35,88.6,6,17,35.3,0,0.2,0.2,-0.2,3,3,2,2,3,Matches
453,Aníbal Moreno,ar ARG,MF,Palmeiras,26-161,1999,14.8,666,782,85.2,13358,3634,227,252,90.1,321,357,89.9,105,137,76.6,1,1.5,1.3,-0.5,6,59,5,2,61,Matches
454,Santiago Moreno,co COL,FW,Fluminense,25-183,2000,1.7,68,88,77.3,1028,327,41,49,83.7,20,24,83.3,4,5,80.0,0,0.1,0.2,-0.1,3,4,1,0,6,Matches
455,Henry Mosquera,co COL,"FW,MF",RB Bragantino,23-340,2001,7.9,185,239,77.4,2432,545,122,139,87.8,50,66,75.8,5,16,31.3,0,0.5,0.6,-0.5,10,8,15,4,20,Matches
456,Gustavo Mosquito,br BRA,"FW,MF",Vitória,28-044,1997,5.3,104,136,76.5,1587,412,61,69,88.4,36,43,83.7,7,17,41.2,2,1.1,0.9,+0.9,5,6,5,2,18,Matches
457,Hugo Moura,br BRA,"MF,DF",Vasco da Gama,27-291,1998,23.2,1301,1410,92.3,22551,6809,571,604,94.5,618,640,96.6,90,126,71.4,1,0.7,0.6,+0.3,10,116,7,3,83,Matches
458,Lucas Moura,br BRA,"FW,MF",São Paulo,33-069,1992,2.8,78,102,76.5,1019,249,52,63,82.5,20,28,71.4,4,5,80.0,0,0.3,0.3,-0.3,6,8,5,1,11,Matches
459,Neto Moura,br BRA,MF,Mirassol,29-076,1996,22.0,1070,1245,85.9,19933,7563,415,472,87.9,516,573,90.1,124,158,78.5,0,0.4,0.7,-0.4,9,137,10,1,120,Matches
460,Lucas Mugni,ar ARG,MF,Ceará,33-282,1992,14.6,405,586,69.1,6715,2437,210,258,81.4,137,178,77.0,45,112,40.2,5,2.9,3.1,+2.1,32,46,14,4,49,Matches
461,Alex Muralha,br BRA,GK,Mirassol,35-345,1989,7.0,152,198,76.8,3528,2283,42,43,97.7,71,73,97.3,37,80,46.3,0,0.2,0.0,-0.2,1,2,0,0,0,Matches
462,Bruno Nascimento,br BRA,FW,Palmeiras,28-228,1997,1.0,11,15,73.3,145,64,6,8,75.0,4,5,80.0,0,0,,0,0.1,0.1,-0.1,1,1,2,0,4,Matches
463,Nata,br BRA,"DF,MF",Juventude,24-138,2001,1.0,29,32,90.6,656,193,7,8,87.5,14,14,100.0,8,10,80.0,0,0.0,0.0,0.0,1,4,0,0,1,Matches
464,Natanael,br BRA,DF,Atlético Mineiro,23-289,2002,21.0,717,874,82.0,10764,3036,416,463,89.8,241,284,84.9,38,86,44.2,0,0.9,1.4,-0.9,6,43,7,2,58,Matches
465,Nathan,br BRA,DF,Internacional,24-046,2001,1.0,44,48,91.7,703,267,23,24,95.8,17,18,94.4,3,3,100.0,0,0.0,0.0,0.0,0,4,1,0,5,Matches
466,Nathan,br BRA,"MF,FW",Grêmio,29-222,1996,1.0,26,32,81.3,344,108,16,20,80.0,7,8,87.5,1,2,50.0,0,0.0,0.0,0.0,2,2,0,0,2,Matches
467,Kaiky Naves,br BRA,DF,Palmeiras,23-166,2002,0.2,4,6,66.7,112,39,1,1,100.0,2,2,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
468,Gui Negão,br BRA,"FW,MF",Corinthians,18-257,2007,8.0,78,119,65.5,1186,285,38,51,74.5,34,51,66.7,3,5,60.0,1,0.5,0.4,+0.5,5,9,2,0,13,Matches
469,Felipe Negrucci,br BRA,DF,São Paulo,21-170,2004,2.0,64,77,83.1,1142,392,19,20,95.0,37,42,88.1,6,13,46.2,0,0.0,0.0,0.0,0,6,0,0,6,Matches
470,Negueba,br BRA,FW,Mirassol,25-322,1999,16.1,362,465,77.8,5288,1442,206,234,88.0,112,141,79.4,24,41,58.5,3,2.5,2.3,+0.5,26,30,15,5,52,Matches
471,Edison Negueba,br BRA,FW,Juventude,24-362,2000,0.5,9,16,56.3,131,18,6,9,66.7,3,5,60.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,Matches
472,Nenê,br BRA,"FW,MF",Juventude,44-094,1981,6.4,179,286,62.6,3758,1238,78,94,83.0,56,90,62.2,41,80,51.3,4,1.5,2.4,+2.5,19,16,5,2,30,Matches
473,Neris,br BRA,DF,Vitória,33-126,1992,2.7,120,138,87.0,2667,850,29,35,82.9,68,70,97.1,23,30,76.7,0,0.0,0.0,0.0,0,5,1,0,7,Matches
474,Rodrigo Nestor,br BRA,"MF,FW",Bahia,25-073,2000,6.3,294,348,84.5,4511,1006,158,171,92.4,104,116,89.7,19,41,46.3,0,0.7,0.7,-0.7,9,27,5,1,31,Matches
475,Neto,br BRA,GK,Botafogo (RJ),36-094,1989,2.5,67,88,76.1,1761,1166,11,11,100.0,31,31,100.0,25,45,55.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
476,José Vitor Silva Neves,br BRA,FW,Mirassol,25-172,2000,0.3,7,11,63.6,102,20,2,3,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
477,Newton,br BRA,MF,Botafogo (RJ),25-223,2000,13.0,634,720,88.1,11397,2683,278,302,92.1,293,314,93.3,53,72,73.6,0,0.1,0.7,-0.1,3,69,6,2,62,Matches
478,Neymar,br BRA,"FW,MF",Santos,33-258,1992,10.9,379,510,74.3,6188,2351,200,241,83.0,120,154,77.9,42,78,53.8,0,1.7,2.0,-1.7,29,54,27,2,84,Matches
479,Nicolas,br BRA,DF,Ceará,28-239,1997,6.4,235,323,72.8,3987,1646,115,130,88.5,101,134,75.4,19,49,38.8,0,0.4,0.4,-0.4,10,16,7,3,23,Matches
480,Saúl Ñíguez,es ESP,MF,Flamengo,30-334,1994,7.6,417,457,91.2,6612,1694,207,218,95.0,178,188,94.7,22,34,64.7,1,0.6,0.9,+0.4,10,43,9,4,39,Matches
481,Nonato,br BRA,MF,Fluminense,27-232,1998,5.7,241,280,86.1,3441,1034,147,160,91.9,77,94,81.9,10,11,90.9,0,0.2,0.3,-0.2,5,22,5,2,16,Matches
482,Erick Noriega,pe PER,"DF,MF",Grêmio,23-364,2001,8.4,297,346,85.8,6116,2253,97,104,93.3,159,170,93.5,38,66,57.6,0,0.1,0.2,-0.1,4,28,2,0,18,Matches
483,Lucas Oliveira,br BRA,DF,Vasco da Gama,29-261,1996,1.9,83,91,91.2,1344,581,45,49,91.8,32,35,91.4,6,6,100.0,0,0.0,0.0,0.0,0,3,0,0,5,Matches
484,Sérgio Oliveira,pt POR,MF,Sport Recife,33-141,1992,7.7,326,434,75.1,5627,1529,169,187,90.4,102,127,80.3,39,91,42.9,0,0.8,1.4,-0.8,9,49,10,1,55,Matches
485,Cauly Oliveira Souza,br BRA,"FW,MF",Bahia,30-036,1995,8.6,315,375,84.0,4476,1006,173,192,90.1,107,120,89.2,12,28,42.9,3,0.7,0.9,+2.3,13,21,7,1,39,Matches
486,Cristian Olivera,uy URU,"FW,MF",Grêmio,23-187,2002,13.9,214,306,69.9,2969,850,136,162,84.0,57,88,64.8,11,28,39.3,0,0.9,1.1,-0.9,11,16,12,7,25,Matches
487,Christian Ortiz,ar ARG,MF,Sport Recife,33-062,1992,2.0,79,114,69.3,1178,333,38,51,74.5,30,42,71.4,5,10,50.0,0,0.2,0.2,-0.2,3,13,3,0,13,Matches
488,Leo Ortiz,br BRA,DF,Flamengo,29-291,1996,24.5,1672,1837,91.0,31981,12364,572,611,93.6,902,957,94.3,182,241,75.5,2,1.4,1.2,+0.6,8,169,11,4,167,Matches
489,Oscar,br BRA,"FW,MF",São Paulo,34-042,1991,3.8,155,208,74.5,2592,660,84,99,84.8,48,60,80.0,19,38,50.0,0,0.6,1.1,-0.6,7,23,10,3,19,Matches
490,Osvaldo,br BRA,"FW,MF",Vitória,38-193,1987,10.4,227,328,69.2,4039,1084,115,131,87.8,76,101,75.2,30,76,39.5,2,2.9,2.2,-0.9,20,17,11,1,31,Matches
491,Otávio,br BRA,MF,Fluminense,31-170,1994,2.2,160,169,94.7,2743,875,80,82,97.6,59,61,96.7,17,20,85.0,0,0.0,0.1,0.0,1,26,1,0,17,Matches
492,Luis Otávio,br BRA,MF,Internacional,18-192,2007,4.7,192,221,86.9,3279,746,85,96,88.5,85,96,88.5,18,20,90.0,0,0.0,0.1,0.0,1,16,1,0,15,Matches
493,João Othavio Basso,br BRA,DF,Santos,28-281,1997,5.8,219,258,84.9,4282,1616,72,79,91.1,125,138,90.6,22,36,61.1,0,0.0,0.0,0.0,1,17,0,0,8,Matches
494,Pablo,br BRA,FW,Sport Recife,33-120,1992,7.3,124,169,73.4,1853,347,70,84,83.3,37,47,78.7,10,13,76.9,0,0.2,0.3,-0.2,5,9,1,0,9,Matches
495,Ruan Pablo,br BRA,"FW,MF",Bahia,17-090,2008,0.3,11,13,84.6,145,42,6,6,100.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
496,Bruno Pacheco,br BRA,DF,Fortaleza,33-317,1991,9.0,258,341,75.7,3739,1611,152,168,90.5,89,113,78.8,9,38,23.7,1,0.4,0.5,+0.6,9,24,6,1,27,Matches
497,Gonçalo Paciência,pt POR,FW,Sport Recife,31-081,1994,1.4,18,31,58.1,229,55,13,22,59.1,4,6,66.7,0,0,,0,0.1,0.0,-0.1,1,1,1,0,2,Matches
498,Brahian Palacios,co COL,MF,Atlético Mineiro,22-331,2002,0.1,3,3,100.0,51,8,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
499,Sergio Palacios,co COL,DF,RB Bragantino,20-249,2005,0.8,33,38,86.8,712,344,8,9,88.9,22,24,91.7,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
500,Kaio Pantaleão,br BRA,DF,Botafogo (RJ),30-043,1995,10.4,480,545,88.1,8592,2613,179,195,91.8,261,279,93.5,35,59,59.3,0,0.0,0.1,0.0,1,33,0,0,30,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
501,Alan Patrick,br BRA,"MF,FW",Internacional,34-161,1991,19.4,751,930,80.8,12296,3918,375,420,89.3,281,323,87.0,69,127,54.3,6,8.8,7.6,-2.8,71,95,33,0,122,Matches
502,Patryck,br BRA,DF,São Paulo,22-276,2003,2.9,100,126,79.4,1663,381,52,60,86.7,39,48,81.3,7,14,50.0,0,0.1,0.2,-0.1,2,5,3,3,8,Matches
503,Patrick de Paula,br BRA,MF,Botafogo (RJ),26-043,1999,3.2,118,136,86.8,2017,506,58,62,93.5,46,54,85.2,10,14,71.4,0,0.1,0.2,-0.1,1,15,2,1,16,Matches
504,Paulinho,br BRA,"MF,FW",Vasco da Gama,28-286,1997,2.4,137,164,83.5,1978,379,83,91,91.2,48,58,82.8,4,8,50.0,0,0.0,0.1,0.0,1,18,2,0,15,Matches
