Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches
314,Jair,br BRA,MF,Vasco da Gama,31-056,1994,11,7,559,6.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,5,33,2,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
315,Jamerson,br BRA,DF,Vitória,27-042,1998,12,12,1026,11.4,0,2,2,0,0,0,0,0,0.4,0.4,1.0,1.4,33,42,51,0.00,0.18,0.18,0.00,0.18,0.04,0.09,0.12,0.04,0.12,Matches
316,Janderson,br BRA,"FW,MF",Vitória,26-168,1999,11,9,729,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,9,12,33,0.12,0.00,0.12,0.12,0.12,0.09,0.04,0.13,0.09,0.13,Matches
317,Jandrei,br BRA,GK,Juventude,32-234,1993,11,11,990,11.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
318,Jardiel,br BRA,FW,Grêmio,20-153,2005,4,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
319,Léo Jardim,br BRA,GK,Vasco da Gama,30-215,1995,28,28,2515,27.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
320,Jeffinho,br BRA,"FW,MF",Botafogo (RJ),25-295,1999,13,7,529,5.9,2,2,4,2,0,0,0,0,1.1,1.1,0.6,1.7,19,21,38,0.34,0.34,0.68,0.34,0.68,0.19,0.10,0.29,0.19,0.29,Matches
321,Jefinho,br BRA,MF,Sport Recife,19-067,2006,1,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.91,0.91,0.91,Matches
322,Jefté,br BRA,DF,Palmeiras,21-304,2003,5,1,190,2.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,5,9,17,0.00,0.47,0.47,0.00,0.47,0.01,0.06,0.07,0.01,0.07,Matches
323,Jemerson,br BRA,DF,Grêmio,33-058,1992,9,8,770,8.6,1,0,1,1,0,0,3,0,0.9,0.9,0.0,0.9,4,21,2,0.12,0.00,0.12,0.12,0.12,0.11,0.00,0.11,0.11,0.11,Matches
324,Jemmes,br BRA,DF,Mirassol,25-195,2000,29,29,2610,29.0,2,0,2,2,0,0,2,0,2.1,2.1,0.2,2.3,23,63,2,0.07,0.00,0.07,0.07,0.07,0.07,0.01,0.08,0.07,0.08,Matches
325,Caíque de Jesus Gonçalves,br BRA,MF,Juventude,30-011,1995,20,18,1492,16.6,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.5,13,56,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
326,Igor Jesus,br BRA,FW,Botafogo (RJ),24-238,2001,10,10,875,9.7,3,1,4,3,0,0,0,0,2.6,2.6,1.2,3.7,15,21,51,0.31,0.10,0.41,0.31,0.41,0.26,0.12,0.38,0.26,0.38,Matches
327,Maykon Jesus,br BRA,DF,Vitória,19-318,2005,8,7,676,7.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,13,19,28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
328,Jhon Jhon,br BRA,"MF,FW",RB Bragantino,23-042,2002,26,26,2144,23.8,7,4,11,5,2,2,8,0,4.3,2.7,6.2,8.9,61,144,117,0.29,0.17,0.46,0.21,0.38,0.18,0.26,0.44,0.11,0.38,Matches
329,John,br BRA,GK,Botafogo (RJ),29-250,1996,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
330,Felipe Jonatan,br BRA,DF,Mirassol,27-248,1998,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
331,Jonathan,br BRA,DF,Cruzeiro,21-147,2004,10,8,600,6.7,0,1,1,0,0,0,0,1,0.0,0.0,0.5,0.5,3,15,6,0.00,0.15,0.15,0.00,0.15,0.00,0.07,0.07,0.00,0.07,Matches
332,Kaio Jorge,br BRA,FW,Cruzeiro,23-270,2002,26,26,2015,22.4,15,7,22,15,0,1,4,1,12.4,11.7,3.0,14.6,44,29,143,0.67,0.31,0.98,0.67,0.98,0.56,0.13,0.69,0.52,0.65,Matches
333,Jorginho,it ITA,MF,Flamengo,33-305,1991,13,12,1049,11.7,1,0,1,0,1,1,5,0,1.2,0.4,0.4,0.8,9,105,11,0.09,0.00,0.09,0.00,0.00,0.10,0.03,0.13,0.03,0.07,Matches
334,José,br BRA,DF,Cruzeiro,20-051,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
335,Willian José,br BRA,FW,Bahia,33-332,1991,23,19,1325,14.7,6,5,11,4,2,2,3,0,5.6,4.1,2.8,6.8,3,24,54,0.41,0.34,0.75,0.27,0.61,0.38,0.19,0.57,0.28,0.46,Matches
336,Luciano Juba,br BRA,DF,Bahia,26-053,1999,25,24,2082,23.1,5,3,8,5,0,0,2,0,1.9,1.9,2.8,4.8,44,108,54,0.22,0.13,0.35,0.22,0.35,0.08,0.12,0.21,0.08,0.21,Matches
337,Juninho,br BRA,FW,Flamengo,28-334,1996,11,2,279,3.1,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0,4,21,0.00,0.00,0.00,0.00,0.00,0.26,0.07,0.33,0.26,0.33,Matches
338,Juninho,br BRA,DF,Internacional,29-299,1995,14,14,1231,13.7,0,0,0,0,0,0,3,0,1.0,1.0,0.0,1.0,6,46,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
339,Kauê Junior,br BRA,FW,Bahia,16-236,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.88,0.00,1.88,1.88,1.88,Matches
340,Robinho Junior,br BRA,"MF,FW",Santos,17-308,2007,7,0,105,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.8,2,2,14,0.00,0.00,0.00,0.00,0.00,0.37,0.29,0.66,0.37,0.66,Matches
341,José Kadir,pa PAN,"FW,MF",Botafogo (RJ),18-095,2007,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
342,Kaiki,br BRA,DF,Cruzeiro,22-227,2003,26,26,2293,25.5,1,3,4,1,0,0,9,0,3.1,3.1,2.8,5.9,50,80,118,0.04,0.12,0.16,0.04,0.16,0.12,0.11,0.23,0.12,0.23,Matches
343,Lucas Kal,br BRA,MF,Sport Recife,29-219,1996,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
344,Walter Kannemann,ar ARG,DF,Grêmio,34-221,1991,16,15,1363,15.1,0,0,0,0,0,0,6,1,0.4,0.4,0.1,0.5,3,26,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
345,Kanu,br BRA,DF,Bahia,28-228,1997,2,2,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
346,Kayke,br BRA,FW,Fortaleza,19-124,2006,1,0,18,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,Matches
347,Kayke,br BRA,"MF,FW",Corinthians,21-176,2004,6,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,11,5,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
348,Renato Kayser,br BRA,FW,Vitória,29-246,1996,21,20,1638,18.2,8,0,8,7,1,1,3,0,6.8,6.0,1.0,7.0,12,27,65,0.44,0.00,0.44,0.38,0.38,0.37,0.05,0.43,0.33,0.38,Matches
349,Kenji,br BRA,FW,Cruzeiro,19-264,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
350,John Kennedy,br BRA,FW,Fluminense,23-156,2002,9,3,299,3.3,1,1,2,0,1,1,1,0,1.3,0.5,0.7,1.2,5,6,15,0.30,0.30,0.60,0.00,0.30,0.38,0.22,0.60,0.14,0.36,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
351,Keno,br BRA,"FW,MF",Fluminense,36-041,1989,12,4,392,4.4,1,2,3,1,0,0,0,0,1.2,1.2,0.4,1.6,21,5,41,0.23,0.46,0.69,0.23,0.69,0.27,0.09,0.36,0.27,0.36,Matches
352,Kevyson,br BRA,DF,Santos,21-206,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
353,Kevyson,br BRA,DF,Sport Recife,21-206,2004,7,1,222,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,9,11,17,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
354,Khellven,br BRA,DF,Palmeiras,24-238,2001,6,5,422,4.7,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.9,4,10,29,0.00,0.21,0.21,0.00,0.21,0.00,0.18,0.18,0.00,0.18,Matches
355,Gabriel Knesowitsch,br BRA,DF,Mirassol,22-003,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,10,11,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
356,Benjamín Kuscevic,cl CHI,DF,Fortaleza,29-172,1996,20,19,1707,19.0,1,0,1,1,0,0,3,1,1.3,1.2,0.1,1.3,7,34,0,0.05,0.00,0.05,0.05,0.05,0.07,0.00,0.07,0.07,0.07,Matches
357,Derik Lacerda,br BRA,FW,Sport Recife,26-024,1999,14,14,1180,13.1,5,0,5,4,1,1,7,0,7.1,6.3,1.2,7.5,24,16,42,0.38,0.00,0.38,0.31,0.31,0.54,0.09,0.63,0.48,0.57,Matches
358,Ignacio Laquintana,uy URU,"FW,MF",RB Bragantino,26-262,1999,19,11,874,9.7,4,3,7,4,0,0,1,0,1.4,1.4,1.7,3.1,18,19,75,0.41,0.31,0.72,0.41,0.72,0.14,0.17,0.32,0.14,0.32,Matches
359,Joaquín Lavega,uy URU,"FW,DF",Fluminense,20-260,2005,2,0,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,9,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
360,Helton Leite,br BRA,GK,Fortaleza,34-353,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
361,Lelê,br BRA,FW,Ceará,28-020,1997,7,0,110,1.2,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,5,2,8,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.57,0.57,0.57,Matches
362,Mauricio Lemos,uy URU,DF,Vasco da Gama,29-297,1995,4,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
363,Rubén Lezcano,py PAR,"MF,FW",Fluminense,21-254,2004,4,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,3,0.00,0.00,0.00,0.00,0.00,0.12,0.21,0.33,0.12,0.33,Matches
364,Lima,br BRA,"MF,FW",Fluminense,29-132,1996,22,10,901,10.0,2,1,3,2,0,0,2,0,2.3,2.3,0.8,3.1,17,25,53,0.20,0.10,0.30,0.20,0.30,0.23,0.08,0.31,0.23,0.31,Matches
365,Lucas Lima,br BRA,MF,Ceará,25-109,2000,11,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,3,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches
366,Lucas Lima,br BRA,"MF,FW",Sport Recife,35-104,1990,24,21,1805,20.1,3,5,8,2,1,1,10,0,2.7,1.9,3.9,5.8,44,156,87,0.15,0.25,0.40,0.10,0.35,0.13,0.19,0.33,0.09,0.29,Matches
367,Leonardo Linck,br BRA,GK,Botafogo (RJ),24-232,2001,10,9,856,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
368,Kauan Lindes,br BRA,MF,Botafogo (RJ),21-327,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.59,0.00,0.59,Matches
369,Samuel Lino,br BRA,"FW,MF",Flamengo,25-302,1999,12,11,831,9.2,2,4,6,2,0,0,0,0,2.1,2.1,1.6,3.7,54,36,102,0.22,0.43,0.65,0.22,0.65,0.23,0.17,0.41,0.23,0.41,Matches
370,Lenny Lobato,br BRA,FW,Sport Recife,24-260,2001,7,2,244,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,6,2,18,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,Matches
371,David Loiola,br BRA,DF,Botafogo (RJ),22-304,2002,15,13,1201,13.3,1,0,1,1,0,0,3,1,0.4,0.4,0.2,0.6,9,45,3,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
372,Marcelo Lomba,br BRA,GK,Palmeiras,38-307,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
373,Felipe Longo,br BRA,GK,Corinthians,20-230,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
374,Renzo López,uy URU,FW,Vitória,31-188,1994,14,1,286,3.2,1,0,1,1,0,0,4,0,1.2,1.2,0.5,1.8,1,6,7,0.31,0.00,0.31,0.31,0.31,0.39,0.17,0.55,0.39,0.55,Matches
375,Lourenço,br BRA,MF,Ceará,28-044,1997,25,14,1247,13.9,2,1,3,2,0,1,3,0,1.8,0.9,1.6,2.6,12,65,33,0.14,0.07,0.22,0.14,0.22,0.13,0.12,0.25,0.07,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
376,Lucão,br BRA,GK,RB Bragantino,24-237,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
377,Ayrton Lucas,br BRA,DF,Flamengo,28-124,1997,11,7,673,7.5,1,0,1,1,0,0,3,0,1.0,1.0,0.3,1.2,15,50,25,0.13,0.00,0.13,0.13,0.13,0.13,0.03,0.16,0.13,0.16,Matches
378,Jean Lucas,br BRA,MF,Bahia,27-121,1998,25,24,1954,21.7,3,1,4,3,0,0,2,2,2.1,2.1,2.6,4.8,47,89,97,0.14,0.05,0.18,0.14,0.18,0.10,0.12,0.22,0.10,0.22,Matches
379,João Lucas,br BRA,DF,Grêmio,27-226,1998,4,1,147,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
380,Zé Lucas,br BRA,MF,Sport Recife,17-212,2008,24,21,1596,17.7,0,0,0,0,0,0,4,0,1.1,1.1,0.8,1.9,20,57,38,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.11,0.06,0.11,Matches
381,Luciano,br BRA,"FW,MF",São Paulo,32-156,1993,25,17,1534,17.0,6,3,9,5,1,2,8,0,8.3,6.8,2.2,9.0,20,51,92,0.35,0.18,0.53,0.29,0.47,0.49,0.13,0.62,0.40,0.53,Matches
382,Luighi,br BRA,FW,Palmeiras,19-174,2006,7,2,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,8,5,20,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31,Matches
383,Victor Luis,br BRA,DF,Vasco da Gama,32-120,1993,5,1,139,1.5,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,2,11,5,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
384,Luisão,br BRA,DF,Santos,22-042,2003,6,5,438,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
385,David Luiz,br BRA,DF,Fortaleza,38-182,1987,7,4,399,4.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,21,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
386,Guilherme Luiz,br BRA,FW,Ceará,20-179,2005,7,0,148,1.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,2,1,12,0.00,0.61,0.61,0.00,0.61,0.12,0.51,0.62,0.12,0.62,Matches
387,Lyanco,br BRA,DF,Atlético Mineiro,28-262,1997,17,17,1410,15.7,0,0,0,0,0,0,10,2,0.6,0.6,0.1,0.7,11,62,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
388,Everton Maceió,br BRA,"FW,MF",Mirassol,22-099,2003,6,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,1.0,1.1,9,7,22,0.00,0.00,0.00,0.00,0.00,0.09,0.61,0.70,0.09,0.70,Matches
389,Willian Machado,br BRA,DF,Ceará,28-342,1996,27,27,2409,26.8,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,6,49,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
390,Talles Magno,br BRA,"FW,MF",Corinthians,23-117,2002,21,9,869,9.7,1,1,2,1,0,0,2,0,4.1,4.1,0.6,4.7,26,23,83,0.10,0.10,0.21,0.10,0.21,0.42,0.06,0.48,0.42,0.48,Matches
391,Magrão,br BRA,GK,Fortaleza,25-159,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
392,Gustavo Maia,br BRA,FW,Sport Recife,24-272,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,6,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.22,0.05,0.22,Matches
393,Pablo Maia,br BRA,MF,São Paulo,23-284,2002,17,11,979,10.9,1,0,1,1,0,0,3,0,0.3,0.3,0.2,0.5,10,43,9,0.09,0.00,0.09,0.09,0.09,0.02,0.02,0.04,0.02,0.04,Matches
394,Thiago Maia,br BRA,MF,Internacional,28-212,1997,22,16,1305,14.5,2,1,3,2,0,0,2,0,1.5,1.5,0.4,1.8,5,85,24,0.14,0.07,0.21,0.14,0.21,0.10,0.02,0.13,0.10,0.13,Matches
395,Maik,br BRA,DF,São Paulo,20-291,2005,3,3,260,2.9,1,0,1,1,0,0,2,0,0.2,0.2,0.4,0.6,1,10,19,0.35,0.00,0.35,0.35,0.35,0.07,0.14,0.21,0.07,0.21,Matches
396,Léo Mana,br BRA,DF,Corinthians,21-198,2004,4,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,9,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
397,Gustavo Mancha,br BRA,DF,Fortaleza,21-088,2004,13,13,1029,11.4,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,9,46,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
398,Eros Mancuso,ar ARG,DF,Fortaleza,26-187,1999,20,17,1487,16.5,1,2,3,1,0,0,4,0,2.0,2.0,1.8,3.8,26,66,81,0.06,0.12,0.18,0.06,0.18,0.12,0.11,0.23,0.12,0.23,Matches
399,Luis Mandaca,br BRA,"MF,FW",Juventude,24-019,2001,26,24,1981,22.0,2,0,2,2,0,0,5,1,2.6,2.4,1.0,3.4,46,78,79,0.09,0.00,0.09,0.09,0.09,0.12,0.04,0.16,0.11,0.15,Matches
400,Manoel,br BRA,DF,Fluminense,35-237,1990,5,4,345,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
401,Elias Manoel,br BRA,"MF,FW",Botafogo (RJ),23-325,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
402,José Manuel López,ar ARG,"FW,MF",Palmeiras,24-319,2000,25,15,1415,15.7,10,1,11,8,2,2,4,0,9.2,7.6,1.9,9.5,35,50,70,0.64,0.06,0.70,0.51,0.57,0.59,0.12,0.70,0.49,0.60,Matches
403,Fernando Marçal,br BRA,DF,Botafogo (RJ),36-244,1989,11,8,726,8.1,2,0,2,2,0,0,5,0,0.6,0.6,0.1,0.7,8,36,5,0.25,0.00,0.25,0.25,0.25,0.07,0.01,0.08,0.07,0.08,Matches
404,Marcão,br BRA,GK,Juventude,33-229,1992,6,5,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
405,João Marcelo,br BRA,DF,Cruzeiro,25-130,2000,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.18,0.26,0.08,0.26,Matches
406,João Marcelo,br BRA,FW,Atlético Mineiro,20-189,2005,7,0,68,0.8,1,1,2,1,0,0,0,0,0.6,0.6,0.1,0.7,1,4,11,1.32,1.32,2.65,1.32,2.65,0.84,0.09,0.93,0.84,0.93,Matches
407,Zé Marcos,br BRA,DF,Vitória,27-262,1998,22,21,1935,21.5,1,1,2,1,0,0,5,0,2.3,2.3,0.3,2.6,13,63,4,0.05,0.05,0.09,0.05,0.09,0.11,0.01,0.12,0.11,0.12,Matches
408,Marinho,br BRA,FW,Fortaleza,35-145,1990,17,8,710,7.9,1,2,3,1,0,0,3,1,2.4,2.4,2.6,5.0,34,20,82,0.13,0.25,0.38,0.13,0.38,0.31,0.33,0.64,0.31,0.64,Matches
409,Marlon,br BRA,DF,Cruzeiro,28-154,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.41,Matches
410,Marlon,br BRA,MF,Juventude,20-283,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.21,0.41,0.20,0.41,Matches
411,Marlon,br BRA,DF,Grêmio,28-154,1997,22,22,1980,22.0,0,2,2,0,0,0,6,0,0.5,0.5,2.4,3.0,38,54,75,0.00,0.09,0.09,0.00,0.09,0.02,0.11,0.14,0.02,0.14,Matches
412,Gustavo Marques,br BRA,DF,RB Bragantino,24-012,2001,7,4,421,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,17,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
413,Igor Marques,br BRA,"DF,MF",Juventude,26-286,1999,11,7,718,8.0,1,1,2,1,0,0,0,0,0.3,0.3,0.8,1.1,11,32,48,0.13,0.13,0.25,0.13,0.25,0.03,0.10,0.13,0.03,0.13,Matches
414,Lucca Marques,br BRA,"MF,FW",São Paulo,18-129,2007,4,1,141,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,0,12,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
415,Renato Marques,br BRA,FW,Mirassol,21-316,2003,2,0,44,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,1,2,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.97,0.97,0.97,Matches
416,Marquinhos,br BRA,"FW,MF",Cruzeiro,22-197,2003,17,2,384,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.6,1.1,10,9,31,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.25,0.12,0.25,Matches
417,Juan Martín Lucero,ar ARG,FW,Fortaleza,33-325,1991,25,16,1395,15.5,3,1,4,3,0,1,6,0,5.1,4.4,2.3,6.7,5,15,57,0.19,0.06,0.26,0.19,0.26,0.33,0.15,0.48,0.28,0.43,Matches
418,Martinelli,br BRA,MF,Fluminense,24-164,2001,25,24,2018,22.4,2,2,4,2,0,0,5,0,1.8,1.8,1.6,3.4,20,103,24,0.09,0.09,0.18,0.09,0.18,0.08,0.07,0.15,0.08,0.15,Matches
419,Alejandro Martínez,ar ARG,FW,Ceará,28-188,1997,2,0,49,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,1.84,1.84,0.00,1.84,0.03,0.09,0.12,0.03,0.12,Matches
